|,||,||__rssi1,||__rssi2,||__rssi3,||__x1,||__x2,||__x3,||__y1,||__y2,||__y3
,1548733083981,-94,-77,-88,11,33,29,29,14.2,33.5
,1548733092945,-87,-74,-82,11,33,29,29,14.2,33.5
,1548733095171,-95,-73,-86,11,33,29,29,14.2,33.5
,1548733097411,-90,-75,-88,11,33,29,29,14.2,33.5
,1548733103040,-87,-74,-84,11,33,29,29,14.2,33.5
,1548733105281,-85,-75,-82,11,33,29,29,14.2,33.5
,1548733107539,-71,-76,-83,11,33,29,29,14.2,33.5
,1548733108651,-87,-75,-80,11,33,29,29,14.2,33.5
,1548733123260,-91,-78,-82,11,33,29,29,14.2,33.5
,1548733124381,-92,-74,-87,11,33,29,29,14.2,33.5
,1548733126628,-85,-73,-80,11,33,29,29,14.2,33.5
,1548733157749,-93,-73,-84,11,33,29,29,14.2,33.5
,1548733174600,-93,-78,-92,11,33,29,29,14.2,33.5
,1548733179070,-89,-76,-85,11,33,29,29,14.2,33.5
,1548733183550,-94,-79,-85,11,33,29,29,14.2,33.5
,1548733184661,-88,-84,-85,11,33,29,29,14.2,33.5
,1548733189159,-86,-78,-83,11,33,29,29,14.2,33.5
,1548733202606,-90,-70,-86,11,33,29,29,14.2,33.5
,1548733203719,-89,-73,-87,11,33,29,29,14.2,33.5
,1548733204831,-86,-81,-86,11,33,29,29,14.2,33.5
,1548733209313,-88,-72,-83,11,33,29,29,14.2,33.5
,1548733213811,-86,-82,-85,11,33,29,29,14.2,33.5
,1548733216068,-89,-87,-83,11,33,29,29,14.2,33.5
,1548733217197,-89,-90,-83,11,33,29,29,14.2,33.5
,1548733218310,-69,-82,-82,11,33,29,29,14.2,33.5
,1548733225048,-88,-85,-83,11,33,29,29,14.2,33.5
,1548733226177,-87,-83,-67,11,33,29,29,14.2,33.5
,1548733227306,-92,-83,-87,11,33,29,29,14.2,33.5
,1548733266185,-88,-74,-77,11,33,29,29,14.2,33.5
,1548733269521,-73,-70,-79,11,33,29,29,14.2,33.5
,1548733270634,-89,-67,-78,11,33,29,29,14.2,33.5
,1548733271747,-91,-70,-80,11,33,29,29,14.2,33.5
,1548733272873,-86,-54,-80,11,33,29,29,14.2,33.5
,1548733275098,-85,-75,-88,11,33,29,29,14.2,33.5
,1548733276228,-84,-76,-88,11,33,29,29,14.2,33.5
,1548733278452,-84,-76,-86,11,33,29,29,14.2,33.5
,1548733284063,-88,-70,-80,11,33,29,29,14.2,33.5
,1548733285191,-90,-72,-77,11,33,29,29,14.2,33.5
,1548733287433,-90,-54,-77,11,33,29,29,14.2,33.5
,1548733288562,-87,-52,-60,11,33,29,29,14.2,33.5
,1548733289690,-84,-76,-84,11,33,29,29,14.2,33.5
,1548733290803,-85,-76,-84,11,33,29,29,14.2,33.5
,1548733291934,-83,-77,-83,11,33,29,29,14.2,33.5
,1548733293045,-85,-79,-83,11,33,29,29,14.2,33.5
,1548733294173,-85,-76,-68,11,33,29,29,14.2,33.5
,1548733300523,-86,-68,-78,11,33,29,29,14.2,33.5
,1548733301633,-86,-64,-77,11,33,29,29,14.2,33.5
,1548733303874,-92,-72,-73,11,33,29,29,14.2,33.5
,1548733306132,-88,-68,-86,11,33,29,29,14.2,33.5
,1548733307262,-83,-69,-85,11,33,29,29,14.2,33.5
,1548733308390,-87,-68,-84,11,33,29,29,14.2,33.5
,1548733309519,-87,-73,-81,11,33,29,29,14.2,33.5
,1548733312856,-89,-73,-81,11,33,29,29,14.2,33.5
,1548733313969,-94,-71,-81,11,33,29,29,14.2,33.5
,1548733319596,-85,-71,-77,11,33,29,29,14.2,33.5
,1548733320708,-86,-70,-85,11,33,29,29,14.2,33.5
,1548733321823,-83,-69,-84,11,33,29,29,14.2,33.5
,1548733322951,-70,-53,-84,11,33,29,29,14.2,33.5
,1548733324061,-68,-69,-85,11,33,29,29,14.2,33.5
,1548733325190,-85,-72,-82,11,33,29,29,14.2,33.5
,1548733333009,-96,-71,-77,11,33,29,29,14.2,33.5
,1548733334122,-93,-70,-85,11,33,29,29,14.2,33.5
,1548733340621,-87,-72,-80,11,33,29,29,14.2,33.5
,1548733341732,-87,-73,-80,11,33,29,29,14.2,33.5
,1548733342843,-87,-75,-80,11,33,29,29,14.2,33.5
,1548733343955,-88,-73,-80,11,33,29,29,14.2,33.5
,1548733346179,-82,-68,-76,11,33,29,29,14.2,33.5
,1548733348404,-87,-64,-76,11,33,29,29,14.2,33.5
,1548733349532,-91,-73,-83,11,33,29,29,14.2,33.5
,1548733352885,-93,-74,-83,11,33,29,29,14.2,33.5
,1548733355143,-88,-75,-81,11,33,29,29,14.2,33.5
,1548733356255,-88,-75,-80,11,33,29,29,14.2,33.5
,1548733358513,-89,-74,-82,11,33,29,29,14.2,33.5
,1548733359624,-89,-68,-77,11,33,29,29,14.2,33.5
,1548733360754,-90,-67,-77,11,33,29,29,14.2,33.5
,1548733361867,-87,-69,-77,11,33,29,29,14.2,33.5
,1548733362979,-89,-68,-76,11,33,29,29,14.2,33.5
,1548733365202,-90,-75,-84,11,33,29,29,14.2,33.5
,1548733417049,-92,-76,-83,11,33,29,29,14.2,33.5
,1548733419291,-89,-78,-87,11,33,29,29,14.2,33.5
,1548733422661,-97,-74,-86,11,33,29,29,14.2,33.5
,1548733429339,-89,-73,-86,11,33,29,29,14.2,33.5
,1548733438347,-93,-74,-83,11,33,29,29,14.2,33.5
,1548733439461,-93,-70,-85,11,33,29,29,14.2,33.5
,1548733440588,-91,-72,-90,11,33,29,29,14.2,33.5
,1548733450681,-95,-74,-86,11,33,29,29,14.2,33.5
,1548733451810,-91,-75,-89,11,33,29,29,14.2,33.5
,1548733454035,-90,-74,-85,11,33,29,29,14.2,33.5
,1548733457423,-88,-72,-90,11,33,29,29,14.2,33.5
,1548733458536,-87,-72,-91,11,33,29,29,14.2,33.5
,1548733461871,-88,-74,-80,11,33,29,29,14.2,33.5
,1548733466370,-93,-76,-89,11,33,29,29,14.2,33.5
,1548733469726,-87,-74,-93,11,33,29,29,14.2,33.5
,1548733470836,-85,-56,-91,11,33,29,29,14.2,33.5
,1548733471946,-86,-74,-88,11,33,29,29,14.2,33.5
,1548733485872,-87,-73,-89,11,33,29,29,14.2,33.5
,1548733489225,-90,-68,-85,11,33,29,29,14.2,33.5
,1548733490338,-80,-75,-90,11,33,29,29,14.2,33.5
,1548733491466,-90,-75,-86,11,33,29,29,14.2,33.5
,1548733493691,-90,-71,-92,11,33,29,29,14.2,33.5
,1548733507138,-91,-71,-92,11,33,29,29,14.2,33.5
,1548733508250,-89,-71,-88,11,33,29,29,14.2,33.5
,1548733526178,-93,-68,-92,11,33,29,29,14.2,33.5
,1548733530660,-86,-72,-88,11,33,29,29,14.2,33.5
,1548733537350,-89,-70,-84,11,33,29,29,14.2,33.5
,1548733541831,-92,-75,-88,11,33,29,29,14.2,33.5
,1548733545186,-87,-67,-84,11,33,29,29,14.2,33.5
,1548733550813,-87,-72,-83,11,33,29,29,14.2,33.5
,1548733551924,-84,-70,-83,11,33,29,29,14.2,33.5
,1548733554183,-85,-72,-84,11,33,29,29,14.2,33.5
,1548733555295,-89,-73,-94,11,33,29,29,14.2,33.5
,1548733564616,-88,-74,-84,11,33,29,29,14.2,33.5
,1548733565728,-87,-73,-86,11,33,29,29,14.2,33.5
,1548733567952,-90,-82,-84,11,33,29,29,14.2,33.5
,1548733576915,-91,-75,-91,11,33,29,29,14.2,33.5
,1548733578027,-91,-74,-91,11,33,29,29,14.2,33.5
,1548733581380,-91,-77,-82,11,33,29,29,14.2,33.5
,1548733584734,-85,-78,-83,11,33,29,29,14.2,33.5
,1548733586957,-86,-78,-83,11,33,29,29,14.2,33.5
,1548733590327,-92,-77,-90,11,33,29,29,14.2,33.5
,1548733594811,-90,-81,-83,11,33,29,29,14.2,33.5
,1548733599308,-89,-77,-82,11,33,29,29,14.2,33.5
,1548733602677,-87,-83,-92,11,33,29,29,14.2,33.5
,1548733603806,-93,-83,-89,11,33,29,29,14.2,33.5
,1548733606033,-96,-61,-90,11,33,29,29,14.2,33.5
,1548733612772,-71,-75,-79,11,33,29,29,14.2,33.5
,1548733618382,-87,-81,-94,11,33,29,29,14.2,33.5
,1548733619511,-93,-61,-89,11,33,29,29,14.2,33.5
,1548733632224,-94,-80,-95,11,33,29,29,14.2,33.5
,1548733634446,-92,-81,-81,11,33,29,29,14.2,33.5
,1548733641185,-96,-89,-90,11,33,29,29,14.2,33.5
,1548733642299,-96,-89,-91,11,33,29,29,14.2,33.5
,1548733645668,-94,-80,-92,11,33,29,29,14.2,33.5
,1548733652393,-93,-76,-84,11,33,29,29,14.2,33.5
,1548733655745,-94,-89,-90,11,33,29,29,14.2,33.5
,1548733659099,-91,-81,-89,11,33,29,29,14.2,33.5
,1548733661355,-87,-81,-93,11,33,29,29,14.2,33.5
,1548733665854,-96,-78,-81,11,33,29,29,14.2,33.5
,1548733669240,-92,-79,-82,11,33,29,29,14.2,33.5
,1548733672577,-95,-93,-90,11,33,29,29,14.2,33.5
,1548733673689,-91,-91,-87,11,33,29,29,14.2,33.5
,1548733674801,-84,-85,-93,11,33,29,29,14.2,33.5
,1548733675928,-92,-82,-89,11,33,29,29,14.2,33.5
,1548733677058,-86,-80,-89,11,33,29,29,14.2,33.5
,1548733686038,-94,-88,-94,11,33,29,29,14.2,33.5
,1548733918257,-95,-72,-80,11,33,29,29,14.2,33.5
,1548733929463,-94,-70,-78,11,33,29,29,14.2,33.5
,1548733930574,-88,-72,-78,11,33,29,29,14.2,33.5
,1548733931687,-92,-73,-76,11,33,29,29,14.2,33.5
,1548733932800,-88,-67,-77,11,33,29,29,14.2,33.5
,1548733935039,-87,-71,-77,11,33,29,29,14.2,33.5
,1548733936152,-86,-73,-78,11,33,29,29,14.2,33.5
,1548733938377,-88,-72,-77,11,33,29,29,14.2,33.5
,1548733939488,-86,-73,-77,11,33,29,29,14.2,33.5
,1548733941714,-96,-82,-78,11,33,29,29,14.2,33.5
,1548733945082,-88,-70,-80,11,33,29,29,14.2,33.5
,1548733946194,-92,-72,-86,11,33,29,29,14.2,33.5
,1548733948452,-91,-72,-77,11,33,29,29,14.2,33.5
,1548733949566,-94,-73,-78,11,33,29,29,14.2,33.5
,1548733950693,-90,-72,-77,11,33,29,29,14.2,33.5
,1548733951805,-86,-73,-77,11,33,29,29,14.2,33.5
,1548733952919,-87,-73,-77,11,33,29,29,14.2,33.5
,1548733954047,-87,-74,-77,11,33,29,29,14.2,33.5
,1548733963435,-78,-76,-85,11,33,29,29,14.2,33.5
,1548733966804,-85,-70,-86,11,33,29,29,14.2,33.5
,1548733971301,-83,-74,-85,11,33,29,29,14.2,33.5
,1548733972431,-84,-75,-85,11,33,29,29,14.2,33.5
,1548733973543,-82,-75,-88,11,33,29,29,14.2,33.5
,1548733974655,-81,-78,-86,11,33,29,29,14.2,33.5
,1548733975786,-80,-78,-88,11,33,29,29,14.2,33.5
,1548733976898,-80,-77,-87,11,33,29,29,14.2,33.5
,1548733978007,-79,-79,-86,11,33,29,29,14.2,33.5
,1548733979119,-81,-77,-86,11,33,29,29,14.2,33.5
,1548733980232,-81,-67,-82,11,33,29,29,14.2,33.5
,1548733981360,-79,-75,-82,11,33,29,29,14.2,33.5
,1548733982472,-78,-77,-80,11,33,29,29,14.2,33.5
,1548733984696,-78,-75,-81,11,33,29,29,14.2,33.5
,1548733985824,-84,-75,-82,11,33,29,29,14.2,33.5
,1548733990307,-78,-77,-83,11,33,29,29,14.2,33.5
,1548733992531,-78,-75,-84,11,33,29,29,14.2,33.5
,1548734067302,-85,-67,-85,11,33,29,29,14.2,33.5
,1548734068431,-93,-71,-89,11,33,29,29,14.2,33.5
,1548734075136,-95,-73,-83,11,33,29,29,14.2,33.5
,1548734076250,-89,-72,-84,11,33,29,29,14.2,33.5
,1548734077361,-88,-74,-86,11,33,29,29,14.2,33.5
,1548734079586,-87,-73,-84,11,33,29,29,14.2,33.5
,1548734080698,-88,-67,-84,11,33,29,29,14.2,33.5
,1548734081825,-88,-74,-88,11,33,29,29,14.2,33.5
,1548734091916,-88,-75,-85,11,33,29,29,14.2,33.5
,1548734093045,-88,-77,-83,11,33,29,29,14.2,33.5
,1548734097493,-88,-72,-83,11,33,29,29,14.2,33.5
,1548734098605,-90,-70,-86,11,33,29,29,14.2,33.5
,1548734107583,-90,-70,-85,11,33,29,29,14.2,33.5
,1548734108717,-89,-74,-84,11,33,29,29,14.2,33.5
,1548734109824,-94,-70,-85,11,33,29,29,14.2,33.5
,1548734110937,-92,-72,-88,11,33,29,29,14.2,33.5
,1548734112064,-89,-71,-84,11,33,29,29,14.2,33.5
,1548734134038,-88,-81,-90,11,33,29,29,14.2,33.5
,1548734141873,-94,-84,-81,11,33,29,29,14.2,33.5
,1548734145224,-84,-76,-83,11,33,29,29,14.2,33.5
,1548734146337,-83,-74,-83,11,33,29,29,14.2,33.5
,1548734148577,-87,-79,-84,11,33,29,29,14.2,33.5
,1548734149689,-88,-79,-83,11,33,29,29,14.2,33.5
,1548734158704,-94,-88,-82,11,33,29,29,14.2,33.5
,1548734163200,-85,-77,-84,11,33,29,29,14.2,33.5
,1548734164315,-84,-78,-81,11,33,29,29,14.2,33.5
,1548734165441,-87,-76,-78,11,33,29,29,14.2,33.5
,1548734166556,-83,-77,-78,11,33,29,29,14.2,33.5
,1548734172166,-90,-83,-87,11,33,29,29,14.2,33.5
,1548734173277,-92,-83,-92,11,33,29,29,14.2,33.5
,1548734175517,-88,-76,-81,11,33,29,29,14.2,33.5
,1548734176646,-94,-77,-80,11,33,29,29,14.2,33.5
,1548734177757,-91,-77,-82,11,33,29,29,14.2,33.5
,1548734178870,-92,-82,-81,11,33,29,29,14.2,33.5
,1548734223180,-89,-75,-83,11,33,29,29,14.2,33.5
,1548734225422,-88,-80,-89,11,33,29,29,14.2,33.5
,1548734226550,-88,-79,-87,11,33,29,29,14.2,33.5
,1548734229921,-87,-81,-83,11,33,29,29,14.2,33.5
,1548734232161,-92,-77,-85,11,33,29,29,14.2,33.5
,1548734233276,-88,-75,-91,11,33,29,29,14.2,33.5
,1548734234386,-88,-75,-86,11,33,29,29,14.2,33.5
,1548734239997,-83,-84,-88,11,33,29,29,14.2,33.5
,1548734241108,-85,-83,-91,11,33,29,29,14.2,33.5
,1548734242223,-84,-81,-88,11,33,29,29,14.2,33.5
,1548734243333,-83,-84,-88,11,33,29,29,14.2,33.5
,1548734244461,-88,-83,-87,11,33,29,29,14.2,33.5
,1548734245573,-90,-76,-84,11,33,29,29,14.2,33.5
,1548734255651,-86,-83,-93,11,33,29,29,14.2,33.5
,1548734256778,-90,-81,-91,11,33,29,29,14.2,33.5
,1548734257891,-85,-85,-95,11,33,29,29,14.2,33.5
,1548734259019,-83,-84,-98,11,33,29,29,14.2,33.5
,1548734285653,-89,-90,-91,11,33,29,29,14.2,33.5
,1548734286765,-89,-91,-93,11,33,29,29,14.2,33.5
,1548734287894,-92,-94,-97,11,33,29,29,14.2,33.5
,1548734290118,-88,-83,-84,11,33,29,29,14.2,33.5
,1548734291247,-85,-83,-84,11,33,29,29,14.2,33.5
,1548734292376,-87,-82,-84,11,33,29,29,14.2,33.5
,1548734304742,-91,-95,-96,11,33,29,29,14.2,33.5
,1548734319318,-91,-83,-80,11,33,29,29,14.2,33.5
,1548734321543,-86,-84,-83,11,33,29,29,14.2,33.5
,1548734322654,-85,-81,-82,11,33,29,29,14.2,33.5
,1548734323769,-86,-80,-81,11,33,29,29,14.2,33.5
,1548734324896,-86,-82,-80,11,33,29,29,14.2,33.5
,1548734333876,-91,-93,-97,11,33,29,29,14.2,33.5
,1548734335005,-88,-86,-81,11,33,29,29,14.2,33.5
,1548734336119,-88,-83,-82,11,33,29,29,14.2,33.5
,1548734337246,-89,-81,-83,11,33,29,29,14.2,33.5
,1548734338359,-87,-82,-82,11,33,29,29,14.2,33.5
,1548734339489,-88,-84,-79,11,33,29,29,14.2,33.5
,1548734388971,-95,-91,-92,11,33,29,29,14.2,33.5
,1548734400208,-95,-82,-91,11,33,29,29,14.2,33.5
,1548734404692,-85,-88,-91,11,33,29,29,14.2,33.5
,1548734406915,-86,-88,-85,11,33,29,29,14.2,33.5
,1548734423734,-90,-84,-91,11,33,29,29,14.2,33.5
,1548734436097,-88,-92,-89,11,33,29,29,14.2,33.5
,1548734438337,-94,-88,-92,11,33,29,29,14.2,33.5
,1548734450638,-89,-85,-94,11,33,29,29,14.2,33.5
,1548734479835,-88,-82,-86,11,33,29,29,14.2,33.5
,1548734480947,-91,-82,-80,11,33,29,29,14.2,33.5
,1548734497760,-94,-83,-91,11,33,29,29,14.2,33.5
,1548734498874,-90,-82,-92,11,33,29,29,14.2,33.5
,1548734541515,-91,-87,-88,11,33,29,29,14.2,33.5
,1548734553830,-92,-86,-91,11,33,29,29,14.2,33.5
,1548734554941,-93,-91,-86,11,33,29,29,14.2,33.5
,1548734568385,-96,-83,-89,11,33,29,29,14.2,33.5
,1548734713093,-86,-71,-78,11,33,29,29,14.2,33.5
,1548734718722,-83,-69,-76,11,33,29,29,14.2,33.5
,1548734719834,-84,-75,-73,11,33,29,29,14.2,33.5
,1548734720947,-87,-73,-78,11,33,29,29,14.2,33.5
,1548734722075,-87,-76,-77,11,33,29,29,14.2,33.5
,1548734723203,-83,-75,-76,11,33,29,29,14.2,33.5
,1548734725427,-86,-70,-77,11,33,29,29,14.2,33.5
,1548734733312,-91,-72,-78,11,33,29,29,14.2,33.5
,1548734734425,-89,-70,-79,11,33,29,29,14.2,33.5
,1548734738892,-84,-76,-80,11,33,29,29,14.2,33.5
,1548734740019,-83,-69,-77,11,33,29,29,14.2,33.5
,1548734742260,-88,-70,-75,11,33,29,29,14.2,33.5
,1548734744501,-92,-70,-76,11,33,29,29,14.2,33.5
,1548734746742,-81,-69,-78,11,33,29,29,14.2,33.5
,1548734747856,-82,-70,-78,11,33,29,29,14.2,33.5
,1548734748967,-81,-71,-76,11,33,29,29,14.2,33.5
,1548734750079,-84,-76,-77,11,33,29,29,14.2,33.5
,1548734759669,-80,-73,-77,11,33,29,29,14.2,33.5
,1548734760781,-83,-72,-79,11,33,29,29,14.2,33.5
,1548734761894,-81,-74,-83,11,33,29,29,14.2,33.5
,1548734763022,-82,-73,-79,11,33,29,29,14.2,33.5
,1548734764135,-83,-74,-79,11,33,29,29,14.2,33.5
,1548734765264,-89,-70,-81,11,33,29,29,14.2,33.5
,1548734767488,-92,-74,-82,11,33,29,29,14.2,33.5
,1548734768617,-92,-74,-82,11,33,29,29,14.2,33.5
,1548734769728,-80,-82,-77,11,33,29,29,14.2,33.5
,1548734773064,-80,-79,-73,11,33,29,29,14.2,33.5
,1548734774179,-80,-76,-76,11,33,29,29,14.2,33.5
,1548734775305,-80,-74,-78,11,33,29,29,14.2,33.5
,1548734777529,-83,-76,-78,11,33,29,29,14.2,33.5
,1548734778642,-80,-76,-77,11,33,29,29,14.2,33.5
,1548734780883,-94,-74,-78,11,33,29,29,14.2,33.5
,1548734781994,-95,-75,-82,11,33,29,29,14.2,33.5
,1548734803978,-85,-77,-80,11,33,29,29,14.2,33.5
,1548734810716,-90,-83,-81,11,33,29,29,14.2,33.5
,1548734816326,-88,-77,-81,11,33,29,29,14.2,33.5
,1548734817456,-87,-80,-81,11,33,29,29,14.2,33.5
,1548734818583,-87,-77,-82,11,33,29,29,14.2,33.5
,1548734821954,-90,-78,-88,11,33,29,29,14.2,33.5
,1548734827586,-93,-81,-85,11,33,29,29,14.2,33.5
,1548734828694,-92,-81,-85,11,33,29,29,14.2,33.5
,1548734830935,-85,-80,-81,11,33,29,29,14.2,33.5
,1548734832045,-84,-81,-81,11,33,29,29,14.2,33.5
,1548734842121,-97,-81,-83,11,33,29,29,14.2,33.5
,1548734847716,-88,-76,-80,11,33,29,29,14.2,33.5
,1548734849958,-87,-79,-82,11,33,29,29,14.2,33.5
,1548734851069,-84,-84,-88,11,33,29,29,14.2,33.5
,1548734854422,-84,-77,-87,11,33,29,29,14.2,33.5
,1548734862309,-86,-76,-81,11,33,29,29,14.2,33.5
,1548734886059,-80,-86,-83,11,33,29,29,14.2,33.5
,1548734889394,-86,-88,-83,11,33,29,29,14.2,33.5
,1548734894988,-86,-82,-82,11,33,29,29,14.2,33.5
,1548734896100,-89,-81,-96,11,33,29,29,14.2,33.5
,1548734899456,-88,-82,-89,11,33,29,29,14.2,33.5
,1548734901712,-89,-80,-88,11,33,29,29,14.2,33.5
,1548734903953,-85,-78,-94,11,33,29,29,14.2,33.5
,1548734909548,-87,-83,-88,11,33,29,29,14.2,33.5
,1548734910660,-85,-83,-90,11,33,29,29,14.2,33.5
,1548734914029,-88,-79,-86,11,33,29,29,14.2,33.5
,1548734915142,-82,-78,-86,11,33,29,29,14.2,33.5
,1548734916254,-84,-79,-88,11,33,29,29,14.2,33.5
,1548734919590,-83,-78,-88,11,33,29,29,14.2,33.5
,1548734922930,-84,-85,-81,11,33,29,29,14.2,33.5
,1548734925152,-87,-81,-89,11,33,29,29,14.2,33.5
,1548734926280,-86,-82,-89,11,33,29,29,14.2,33.5
,1548734928520,-85,-82,-88,11,33,29,29,14.2,33.5
,1548734934786,-91,-75,-86,11,33,29,29,14.2,33.5
,1548734941541,-89,-87,-83,11,33,29,29,14.2,33.5
,1548734943767,-86,-84,-83,11,33,29,29,14.2,33.5
,1548734946026,-89,-81,-77,11,33,29,29,14.2,33.5
,1548734948266,-92,-77,-77,11,33,29,29,14.2,33.5
,1548734949378,-91,-82,-77,11,33,29,29,14.2,33.5
,1548734956084,-86,-81,-84,11,33,29,29,14.2,33.5
,1548734958307,-87,-82,-85,11,33,29,29,14.2,33.5
,1548734959418,-84,-81,-85,11,33,29,29,14.2,33.5
,1548734961660,-92,-82,-81,11,33,29,29,14.2,33.5
,1548734963916,-92,-85,-73,11,33,29,29,14.2,33.5
,1548734970623,-83,-81,-83,11,33,29,29,14.2,33.5
,1548734971736,-84,-79,-83,11,33,29,29,14.2,33.5
,1548734972847,-85,-79,-84,11,33,29,29,14.2,33.5
,1548734973960,-85,-81,-83,11,33,29,29,14.2,33.5
,1548734979553,-84,-75,-89,11,33,29,29,14.2,33.5
,1548735001746,-85,-83,-75,11,33,29,29,14.2,33.5
,1548735005116,-91,-83,-84,11,33,29,29,14.2,33.5
,1548735025317,-89,-86,-78,11,33,29,29,14.2,33.5
,1548735026446,-88,-79,-81,11,33,29,29,14.2,33.5
,1548735053302,-90,-90,-85,11,33,29,29,14.2,33.5
,1548735065651,-91,-84,-94,11,33,29,29,14.2,33.5
,1548735067892,-93,-93,-96,11,33,29,29,14.2,33.5
,1548735094832,-87,-85,-85,11,33,29,29,14.2,33.5
,1548735111596,-86,-92,-87,11,33,29,29,14.2,33.5
,1548735112708,-84,-93,-86,11,33,29,29,14.2,33.5
,1548735117189,-86,-81,-81,11,33,29,29,14.2,33.5
,1548735118319,-86,-87,-79,11,33,29,29,14.2,33.5
,1548735119431,-86,-82,-80,11,33,29,29,14.2,33.5
,1548735121671,-90,-78,-80,11,33,29,29,14.2,33.5
,1548735131779,-91,-85,-76,11,33,29,29,14.2,33.5
,1548735140742,-88,-82,-84,11,33,29,29,14.2,33.5
,1548735167135,-88,-83,-90,11,33,29,29,14.2,33.5
,1548735169360,-82,-85,-92,11,33,29,29,14.2,33.5
,1548735173841,-87,-82,-89,11,33,29,29,14.2,33.5
,1548735180593,-84,-90,-86,11,33,29,29,14.2,33.5
,1548735185075,-86,-83,-87,11,33,29,29,14.2,33.5
,1548735198454,-84,-79,-88,11,33,29,29,14.2,33.5
,1548735229771,-88,-84,-79,11,33,29,29,14.2,33.5
,1548735233124,-88,-81,-79,11,33,29,29,14.2,33.5
,1548735248773,-86,-87,-80,11,33,29,29,14.2,33.5
,1548735286941,-84,-79,-85,11,33,29,29,14.2,33.5
,1548735293679,-87,-82,-87,11,33,29,29,14.2,33.5
,1548735300385,-90,-86,-92,11,33,29,29,14.2,33.5
,1548735304865,-86,-84,-90,11,33,29,29,14.2,33.5
,1548735317228,-86,-88,-86,11,33,29,29,14.2,33.5
,1548735329510,-87,-85,-86,11,33,29,29,14.2,33.5
,1548735331734,-88,-82,-91,11,33,29,29,14.2,33.5
,1548735438367,-90,-82,-92,11,33,29,29,14.2,33.5
,1548735442880,-92,-78,-90,11,33,29,29,14.2,33.5
,1548735452924,-92,-85,-86,11,33,29,29,14.2,33.5
,1548735514620,-96,-88,-83,11,33,29,29,14.2,33.5
,1548735515730,-94,-81,-90,11,33,29,29,14.2,33.5
,1548735517991,-98,-86,-94,11,33,29,29,14.2,33.5
,1548735523599,-84,-84,-82,11,33,29,29,14.2,33.5
,1548735524727,-92,-85,-89,11,33,29,29,14.2,33.5
,1548735556065,-91,-82,-90,11,33,29,29,14.2,33.5
,1548735572855,-91,-82,-90,11,33,29,29,14.2,33.5
,1548735714052,-87,-84,-86,11,33,29,29,14.2,33.5
,1548735726381,-95,-79,-83,11,33,29,29,14.2,33.5
,1548735742080,-90,-79,-94,11,33,29,29,14.2,33.5
,1548735744303,-92,-81,-89,11,33,29,29,14.2,33.5
,1548735754373,-94,-89,-86,11,33,29,29,14.2,33.5
,1548735755486,-93,-84,-89,11,33,29,29,14.2,33.5
,1548736019982,-88,-84,-87,11,33,29,29,14.2,33.5
,1548736050224,-96,-84,-84,11,33,29,29,14.2,33.5
,1548736051335,-91,-84,-87,11,33,29,29,14.2,33.5
,1548736083848,-94,-85,-83,11,33,29,29,14.2,33.5
,1548736084961,-89,-85,-83,11,33,29,29,14.2,33.5
,1548736088313,-90,-87,-88,11,33,29,29,14.2,33.5
,1548736089426,-91,-86,-90,11,33,29,29,14.2,33.5
,1548736097261,-91,-84,-82,11,33,29,29,14.2,33.5
,1548736125308,-93,-86,-85,11,33,29,29,14.2,33.5
,1548736127547,-94,-82,-89,11,33,29,29,14.2,33.5
,1548736128662,-95,-82,-89,11,33,29,29,14.2,33.5
,1548736129790,-93,-83,-92,11,33,29,29,14.2,33.5
,1548736133158,-93,-85,-90,11,33,29,29,14.2,33.5
,1548736143232,-91,-87,-91,11,33,29,29,14.2,33.5
,1548736146583,-88,-83,-91,11,33,29,29,14.2,33.5
,1548736156707,-90,-87,-88,11,33,29,29,14.2,33.5
,1548736157819,-90,-90,-91,11,33,29,29,14.2,33.5
,1548736214687,-90,-79,-81,11,33,29,29,14.2,33.5
,1548736216929,-94,-73,-77,11,33,29,29,14.2,33.5
,1548736218038,-83,-70,-81,11,33,29,29,14.2,33.5
,1548736223664,-91,-75,-79,11,33,29,29,14.2,33.5
,1548736224775,-96,-75,-80,11,33,29,29,14.2,33.5
,1548736225887,-85,-73,-82,11,33,29,29,14.2,33.5
,1548736227016,-85,-73,-82,11,33,29,29,14.2,33.5
,1548736229256,-84,-74,-83,11,33,29,29,14.2,33.5
,1548736230369,-85,-74,-84,11,33,29,29,14.2,33.5
,1548736248309,-85,-67,-82,11,33,29,29,14.2,33.5
,1548736249420,-85,-71,-82,11,33,29,29,14.2,33.5
,1548736251679,-95,-76,-82,11,33,29,29,14.2,33.5
,1548736253918,-92,-74,-81,11,33,29,29,14.2,33.5
,1548736255047,-87,-72,-81,11,33,29,29,14.2,33.5
,1548736256159,-87,-72,-81,11,33,29,29,14.2,33.5
,1548736257287,-86,-74,-83,11,33,29,29,14.2,33.5
,1548736270475,-90,-76,-89,11,33,29,29,14.2,33.5
,1548736274937,-88,-71,-83,11,33,29,29,14.2,33.5
,1548736276064,-88,-71,-82,11,33,29,29,14.2,33.5
,1548736277193,-90,-72,-84,11,33,29,29,14.2,33.5
,1548736279418,-89,-72,-83,11,33,29,29,14.2,33.5
,1548736280546,-89,-69,-89,11,33,29,29,14.2,33.5
,1548736285059,-91,-73,-86,11,33,29,29,14.2,33.5
