|,||,||__rssi1,||__rssi2,||__rssi3,||__x1,||__x2,||__x3,||__y1,||__y2,||__y3
,1548729981702,-69,-79,-92,11,33,29,29,14.2,33.5
,1548730005169,-66,-77,-97,11,33,29,29,14.2,33.5
,1548730017469,-70,-82,-96,11,33,29,29,14.2,33.5
,1548730019724,-68,-77,-89,11,33,29,29,14.2,33.5
,1548730020853,-69,-79,-89,11,33,29,29,14.2,33.5
,1548730021983,-67,-78,-90,11,33,29,29,14.2,33.5
,1548730032008,-70,-83,-94,11,33,29,29,14.2,33.5
,1548730033138,-72,-83,-96,11,33,29,29,14.2,33.5
,1548730034247,-73,-81,-94,11,33,29,29,14.2,33.5
,1548730043194,-71,-83,-97,11,33,29,29,14.2,33.5
,1548730051027,-67,-77,-93,11,33,29,29,14.2,33.5
,1548730052156,-68,-81,-95,11,33,29,29,14.2,33.5
,1548730061118,-72,-78,-94,11,33,29,29,14.2,33.5
,1548730062247,-70,-82,-93,11,33,29,29,14.2,33.5
,1548730065600,-67,-77,-94,11,33,29,29,14.2,33.5
,1548730099592,-79,-84,-92,11,33,29,29,14.2,33.5
,1548730104072,-79,-85,-88,11,33,29,29,14.2,33.5
,1548730111888,-81,-91,-94,11,33,29,29,14.2,33.5
,1548730115274,-84,-83,-88,11,33,29,29,14.2,33.5
,1548730125365,-78,-90,-89,11,33,29,29,14.2,33.5
,1548730127589,-77,-91,-88,11,33,29,29,14.2,33.5
,1548730128701,-78,-87,-94,11,33,29,29,14.2,33.5
,1548730130940,-84,-83,-86,11,33,29,29,14.2,33.5
,1548730132052,-82,-83,-86,11,33,29,29,14.2,33.5
,1548730144351,-83,-88,-89,11,33,29,29,14.2,33.5
,1548730146590,-89,-89,-88,11,33,29,29,14.2,33.5
,1548730156616,-79,-89,-89,11,33,29,29,14.2,33.5
,1548730157746,-78,-88,-90,11,33,29,29,14.2,33.5
,1548730160002,-77,-89,-89,11,33,29,29,14.2,33.5
,1548730163371,-83,-86,-92,11,33,29,29,14.2,33.5
,1548730170093,-73,-91,-90,11,33,29,29,14.2,33.5
,1548730171205,-77,-90,-90,11,33,29,29,14.2,33.5
,1548730172334,-77,-91,-90,11,33,29,29,14.2,33.5
,1548730192119,-70,-78,-88,11,33,29,29,14.2,33.5
,1548730193231,-69,-78,-89,11,33,29,29,14.2,33.5
,1548730194343,-71,-78,-88,11,33,29,29,14.2,33.5
,1548730196566,-73,-91,-91,11,33,29,29,14.2,33.5
,1548730197694,-73,-89,-93,11,33,29,29,14.2,33.5
,1548730206642,-73,-79,-90,11,33,29,29,14.2,33.5
,1548730207771,-67,-78,-89,11,33,29,29,14.2,33.5
,1548730210028,-70,-78,-88,11,33,29,29,14.2,33.5
,1548730211140,-75,-89,-91,11,33,29,29,14.2,33.5
,1548730213379,-76,-90,-91,11,33,29,29,14.2,33.5
,1548730218990,-77,-81,-94,11,33,29,29,14.2,33.5
,1548730222376,-75,-83,-90,11,33,29,29,14.2,33.5
,1548730223507,-85,-82,-89,11,33,29,29,14.2,33.5
,1548730224619,-90,-81,-92,11,33,29,29,14.2,33.5
,1548730225729,-93,-81,-91,11,33,29,29,14.2,33.5
,1548730235697,-87,-84,-89,11,33,29,29,14.2,33.5
,1548730236809,-86,-82,-89,11,33,29,29,14.2,33.5
,1548730237922,-85,-82,-90,11,33,29,29,14.2,33.5
,1548730239034,-84,-84,-90,11,33,29,29,14.2,33.5
,1548730246901,-79,-96,-94,11,33,29,29,14.2,33.5
,1548730249142,-86,-91,-91,11,33,29,29,14.2,33.5
,1548730250255,-85,-81,-87,11,33,29,29,14.2,33.5
,1548730251368,-86,-82,-86,11,33,29,29,14.2,33.5
,1548730252479,-84,-82,-86,11,33,29,29,14.2,33.5
,1548730253591,-83,-82,-87,11,33,29,29,14.2,33.5
,1548730264776,-81,-81,-92,11,33,29,29,14.2,33.5
,1548730265888,-81,-81,-91,11,33,29,29,14.2,33.5
,1548730267016,-81,-81,-92,11,33,29,29,14.2,33.5
,1548730268146,-81,-81,-90,11,33,29,29,14.2,33.5
,1548730277139,-80,-91,-92,11,33,29,29,14.2,33.5
,1548730278252,-79,-94,-94,11,33,29,29,14.2,33.5
,1548730385743,-77,-76,-90,11,33,29,29,14.2,33.5
,1548730386857,-78,-75,-95,11,33,29,29,14.2,33.5
,1548730387970,-77,-75,-93,11,33,29,29,14.2,33.5
,1548730400317,-77,-73,-91,11,33,29,29,14.2,33.5
,1548730402574,-77,-76,-89,11,33,29,29,14.2,33.5
,1548730403706,-78,-77,-88,11,33,29,29,14.2,33.5
,1548730404815,-84,-76,-93,11,33,29,29,14.2,33.5
,1548730408153,-83,-76,-95,11,33,29,29,14.2,33.5
,1548730409280,-84,-74,-92,11,33,29,29,14.2,33.5
,1548730412634,-92,-79,-97,11,33,29,29,14.2,33.5
,1548730414874,-89,-81,-97,11,33,29,29,14.2,33.5
,1548730417098,-75,-75,-93,11,33,29,29,14.2,33.5
,1548730420470,-83,-70,-90,11,33,29,29,14.2,33.5
,1548730423823,-83,-74,-90,11,33,29,29,14.2,33.5
,1548730424951,-93,-79,-97,11,33,29,29,14.2,33.5
,1548730670860,-85,-82,-91,11,33,29,29,14.2,33.5
,1548730671968,-90,-81,-91,11,33,29,29,14.2,33.5
,1548730674224,-90,-81,-89,11,33,29,29,14.2,33.5
,1548730675337,-85,-79,-91,11,33,29,29,14.2,33.5
,1548730679802,-90,-90,-87,11,33,29,29,14.2,33.5
,1548730683170,-92,-92,-87,11,33,29,29,14.2,33.5
,1548730685395,-92,-83,-93,11,33,29,29,14.2,33.5
,1548730687636,-89,-84,-91,11,33,29,29,14.2,33.5
,1548730688748,-93,-83,-89,11,33,29,29,14.2,33.5
,1548730689860,-93,-83,-92,11,33,29,29,14.2,33.5
,1548730704449,-82,-80,-92,11,33,29,29,14.2,33.5
,1548730711187,-90,-92,-87,11,33,29,29,14.2,33.5
,1548730712299,-92,-95,-88,11,33,29,29,14.2,33.5
,1548730714541,-92,-87,-85,11,33,29,29,14.2,33.5
,1548730716767,-94,-84,-92,11,33,29,29,14.2,33.5
,1548730717876,-92,-83,-91,11,33,29,29,14.2,33.5
,1548730733347,-80,-74,-87,11,33,29,29,14.2,33.5
,1548730734473,-85,-70,-91,11,33,29,29,14.2,33.5
,1548730744566,-83,-83,-93,11,33,29,29,14.2,33.5
,1548730745693,-81,-75,-95,11,33,29,29,14.2,33.5
,1548730755785,-82,-82,-95,11,33,29,29,14.2,33.5
,1548730770338,-91,-77,-95,11,33,29,29,14.2,33.5
,1548730771450,-91,-77,-93,11,33,29,29,14.2,33.5
,1548730772562,-88,-81,-94,11,33,29,29,14.2,33.5
,1548730786007,-93,-76,-92,11,33,29,29,14.2,33.5
,1548730793857,-79,-76,-90,11,33,29,29,14.2,33.5
,1548730800542,-93,-77,-96,11,33,29,29,14.2,33.5
,1548730801655,-89,-77,-95,11,33,29,29,14.2,33.5
,1548730803895,-89,-73,-94,11,33,29,29,14.2,33.5
,1548730805007,-78,-76,-92,11,33,29,29,14.2,33.5
,1548730806119,-78,-78,-96,11,33,29,29,14.2,33.5
,1548730812840,-80,-77,-88,11,33,29,29,14.2,33.5
,1548730901937,-89,-82,-87,11,33,29,29,14.2,33.5
,1548730904176,-85,-83,-91,11,33,29,29,14.2,33.5
,1548730906400,-83,-83,-83,11,33,29,29,14.2,33.5
,1548730907529,-85,-84,-83,11,33,29,29,14.2,33.5
,1548730908640,-86,-83,-83,11,33,29,29,14.2,33.5
,1548730913155,-81,-85,-90,11,33,29,29,14.2,33.5
,1548730914283,-83,-94,-87,11,33,29,29,14.2,33.5
,1548730916540,-84,-93,-91,11,33,29,29,14.2,33.5
,1548730917653,-84,-89,-89,11,33,29,29,14.2,33.5
,1548730918781,-85,-93,-90,11,33,29,29,14.2,33.5
,1548730919893,-85,-89,-90,11,33,29,29,14.2,33.5
,1548730921006,-87,-87,-81,11,33,29,29,14.2,33.5
,1548730928842,-83,-96,-95,11,33,29,29,14.2,33.5
,1548730929966,-85,-92,-94,11,33,29,29,14.2,33.5
,1548730932191,-85,-91,-91,11,33,29,29,14.2,33.5
,1548730934416,-84,-86,-89,11,33,29,29,14.2,33.5
,1548730944514,-77,-84,-87,11,33,29,29,14.2,33.5
,1548730945641,-77,-76,-87,11,33,29,29,14.2,33.5
,1548730946770,-76,-78,-87,11,33,29,29,14.2,33.5
,1548730947883,-82,-83,-84,11,33,29,29,14.2,33.5
,1548730949010,-83,-81,-84,11,33,29,29,14.2,33.5
,1548730950139,-89,-87,-94,11,33,29,29,14.2,33.5
,1548730952380,-90,-86,-92,11,33,29,29,14.2,33.5
,1548730954621,-76,-90,-86,11,33,29,29,14.2,33.5
,1548730960230,-83,-89,-85,11,33,29,29,14.2,33.5
,1548730966952,-91,-95,-90,11,33,29,29,14.2,33.5
,1548730969176,-89,-93,-94,11,33,29,29,14.2,33.5
,1548730970288,-75,-90,-85,11,33,29,29,14.2,33.5
,1548730971400,-75,-91,-85,11,33,29,29,14.2,33.5
,1548730972512,-75,-94,-85,11,33,29,29,14.2,33.5
,1548730973640,-76,-93,-86,11,33,29,29,14.2,33.5
,1548730974753,-83,-86,-84,11,33,29,29,14.2,33.5
,1548730976975,-79,-84,-83,11,33,29,29,14.2,33.5
,1548730999164,-80,-89,-83,11,33,29,29,14.2,33.5
,1548731000292,-79,-80,-80,11,33,29,29,14.2,33.5
,1548731001405,-79,-79,-81,11,33,29,29,14.2,33.5
,1548731003644,-78,-80,-81,11,33,29,29,14.2,33.5
,1548731014813,-81,-91,-88,11,33,29,29,14.2,33.5
,1548731015943,-83,-85,-84,11,33,29,29,14.2,33.5
,1548731017070,-81,-89,-76,11,33,29,29,14.2,33.5
,1548731018182,-83,-83,-82,11,33,29,29,14.2,33.5
,1548731019295,-82,-86,-81,11,33,29,29,14.2,33.5
,1548731020408,-86,-84,-90,11,33,29,29,14.2,33.5
,1548731021536,-86,-92,-87,11,33,29,29,14.2,33.5
,1548731023776,-89,-83,-90,11,33,29,29,14.2,33.5
,1548731024904,-86,-90,-87,11,33,29,29,14.2,33.5
,1548731026017,-85,-89,-87,11,33,29,29,14.2,33.5
,1548731027129,-86,-89,-86,11,33,29,29,14.2,33.5
,1548731030481,-80,-82,-81,11,33,29,29,14.2,33.5
,1548731031593,-80,-79,-81,11,33,29,29,14.2,33.5
,1548731072231,-93,-82,-84,11,33,29,29,14.2,33.5
,1548731073358,-91,-86,-85,11,33,29,29,14.2,33.5
,1548731074470,-91,-82,-82,11,33,29,29,14.2,33.5
,1548731077857,-89,-80,-83,11,33,29,29,14.2,33.5
,1548731078969,-89,-82,-81,11,33,29,29,14.2,33.5
,1548731080080,-88,-82,-92,11,33,29,29,14.2,33.5
,1548731081194,-87,-81,-90,11,33,29,29,14.2,33.5
,1548731082304,-87,-80,-90,11,33,29,29,14.2,33.5
,1548731083417,-87,-81,-94,11,33,29,29,14.2,33.5
,1548731089025,-87,-92,-91,11,33,29,29,14.2,33.5
,1548731090138,-84,-84,-85,11,33,29,29,14.2,33.5
,1548731094618,-88,-82,-92,11,33,29,29,14.2,33.5
,1548731096860,-87,-80,-95,11,33,29,29,14.2,33.5
,1548731100228,-91,-82,-90,11,33,29,29,14.2,33.5
,1548731102468,-88,-90,-93,11,33,29,29,14.2,33.5
,1548731103597,-88,-100,-89,11,33,29,29,14.2,33.5
,1548731187518,-86,-77,-90,11,33,29,29,14.2,33.5
,1548731188647,-84,-97,-86,11,33,29,29,14.2,33.5
,1548731189775,-87,-73,-82,11,33,29,29,14.2,33.5
,1548731192031,-88,-75,-88,11,33,29,29,14.2,33.5
,1548731193144,-89,-74,-86,11,33,29,29,14.2,33.5
,1548731196480,-92,-91,-88,11,33,29,29,14.2,33.5
,1548731199865,-86,-87,-87,11,33,29,29,14.2,33.5
,1548731200992,-85,-85,-89,11,33,29,29,14.2,33.5
,1548731202121,-85,-84,-89,11,33,29,29,14.2,33.5
,1548731204346,-86,-87,-88,11,33,29,29,14.2,33.5
,1548731205457,-91,-73,-85,11,33,29,29,14.2,33.5
,1548731212211,-96,-94,-89,11,33,29,29,14.2,33.5
,1548731213323,-95,-91,-88,11,33,29,29,14.2,33.5
,1548731215563,-88,-83,-87,11,33,29,29,14.2,33.5
,1548731216693,-86,-83,-88,11,33,29,29,14.2,33.5
,1548731217804,-85,-85,-88,11,33,29,29,14.2,33.5
,1548731218917,-84,-91,-87,11,33,29,29,14.2,33.5
,1548731235988,-90,-82,-84,11,33,29,29,14.2,33.5
,1548731238243,-93,-85,-82,11,33,29,29,14.2,33.5
,1548731239358,-90,-84,-83,11,33,29,29,14.2,33.5
,1548731240484,-84,-77,-89,11,33,29,29,14.2,33.5
,1548731241597,-84,-76,-90,11,33,29,29,14.2,33.5
,1548731242709,-85,-76,-92,11,33,29,29,14.2,33.5
,1548731243837,-87,-76,-90,11,33,29,29,14.2,33.5
,1548731251687,-82,-84,-84,11,33,29,29,14.2,33.5
,1548731255072,-90,-80,-88,11,33,29,29,14.2,33.5
,1548731257312,-85,-75,-89,11,33,29,29,14.2,33.5
,1548731258425,-84,-77,-91,11,33,29,29,14.2,33.5
,1548731266258,-97,-88,-82,11,33,29,29,14.2,33.5
,1548731267370,-92,-87,-82,11,33,29,29,14.2,33.5
,1548731268482,-91,-86,-82,11,33,29,29,14.2,33.5
,1548731269594,-85,-87,-82,11,33,29,29,14.2,33.5
,1548731270708,-85,-75,-87,11,33,29,29,14.2,33.5
,1548731271822,-83,-76,-90,11,33,29,29,14.2,33.5
,1548731272929,-83,-77,-93,11,33,29,29,14.2,33.5
,1548731306110,-89,-87,-87,11,33,29,29,14.2,33.5
,1548731307237,-89,-85,-86,11,33,29,29,14.2,33.5
,1548731308366,-89,-84,-87,11,33,29,29,14.2,33.5
,1548731309478,-90,-88,-86,11,33,29,29,14.2,33.5
,1548731319537,-94,-70,-84,11,33,29,29,14.2,33.5
,1548731321760,-91,-89,-86,11,33,29,29,14.2,33.5
,1548731326225,-91,-73,-91,11,33,29,29,14.2,33.5
,1548731327338,-90,-74,-93,11,33,29,29,14.2,33.5
,1548731338556,-91,-88,-87,11,33,29,29,14.2,33.5
,1548731341924,-88,-78,-88,11,33,29,29,14.2,33.5
,1548731343037,-87,-74,-89,11,33,29,29,14.2,33.5
,1548731350920,-90,-81,-83,11,33,29,29,14.2,33.5
,1548731353162,-89,-82,-82,11,33,29,29,14.2,33.5
,1548731354274,-88,-81,-84,11,33,29,29,14.2,33.5
,1548731358770,-94,-74,-91,11,33,29,29,14.2,33.5
,1548731368810,-91,-90,-90,11,33,29,29,14.2,33.5
,1548731805904,-85,-73,-89,11,33,29,29,14.2,33.5
,1548731807014,-82,-76,-92,11,33,29,29,14.2,33.5
,1548731808124,-77,-76,-87,11,33,29,29,14.2,33.5
,1548731811468,-89,-81,-96,11,33,29,29,14.2,33.5
,1548731812577,-87,-87,-95,11,33,29,29,14.2,33.5
,1548731817032,-84,-77,-94,11,33,29,29,14.2,33.5
,1548731818140,-92,-82,-89,11,33,29,29,14.2,33.5
,1548731819250,-83,-75,-86,11,33,29,29,14.2,33.5
,1548731820360,-83,-79,-85,11,33,29,29,14.2,33.5
,1548731822579,-81,-75,-87,11,33,29,29,14.2,33.5
,1548731823703,-79,-82,-89,11,33,29,29,14.2,33.5
,1548731824830,-79,-74,-94,11,33,29,29,14.2,33.5
,1548731828157,-85,-73,-91,11,33,29,29,14.2,33.5
,1548731829266,-87,-72,-90,11,33,29,29,14.2,33.5
,1548731833753,-83,-79,-90,11,33,29,29,14.2,33.5
,1548731834863,-79,-83,-92,11,33,29,29,14.2,33.5
,1548731835988,-79,-92,-90,11,33,29,29,14.2,33.5
,1548731840474,-94,-72,-96,11,33,29,29,14.2,33.5
,1548731854606,-87,-77,-83,11,33,29,29,14.2,33.5
,1548731855717,-87,-70,-94,11,33,29,29,14.2,33.5
,1548731856841,-85,-74,-94,11,33,29,29,14.2,33.5
,1548731859060,-87,-76,-93,11,33,29,29,14.2,33.5
,1548731861278,-87,-72,-92,11,33,29,29,14.2,33.5
,1548731862387,-87,-73,-92,11,33,29,29,14.2,33.5
,1548731863512,-86,-73,-93,11,33,29,29,14.2,33.5
,1548731864621,-89,-73,-92,11,33,29,29,14.2,33.5
,1548731869092,-85,-79,-82,11,33,29,29,14.2,33.5
,1548731872433,-85,-77,-86,11,33,29,29,14.2,33.5
,1548731873543,-91,-78,-90,11,33,29,29,14.2,33.5
,1548731874668,-88,-80,-89,11,33,29,29,14.2,33.5
,1548731876920,-90,-74,-93,11,33,29,29,14.2,33.5
,1548731884731,-92,-77,-81,11,33,29,29,14.2,33.5
,1548731885841,-91,-77,-91,11,33,29,29,14.2,33.5
,1548731886950,-90,-83,-90,11,33,29,29,14.2,33.5
,1548731888075,-90,-83,-91,11,33,29,29,14.2,33.5
,1548731889200,-88,-90,-88,11,33,29,29,14.2,33.5
,1548731908463,-85,-73,-84,11,33,29,29,14.2,33.5
,1548731909572,-90,-72,-85,11,33,29,29,14.2,33.5
,1548731910697,-89,-77,-78,11,33,29,29,14.2,33.5
,1548731917402,-91,-77,-88,11,33,29,29,14.2,33.5
,1548731920746,-86,-72,-85,11,33,29,29,14.2,33.5
,1548731924088,-84,-72,-84,11,33,29,29,14.2,33.5
,1548731927432,-84,-84,-77,11,33,29,29,14.2,33.5
,1548731928540,-85,-79,-76,11,33,29,29,14.2,33.5
,1548731930758,-88,-79,-89,11,33,29,29,14.2,33.5
,1548731931867,-86,-78,-88,11,33,29,29,14.2,33.5
,1548731932976,-88,-78,-90,11,33,29,29,14.2,33.5
,1548731935227,-84,-71,-85,11,33,29,29,14.2,33.5
,1548731936336,-87,-71,-84,11,33,29,29,14.2,33.5
,1548731937446,-84,-73,-85,11,33,29,29,14.2,33.5
,1548731939678,-86,-78,-77,11,33,29,29,14.2,33.5
,1548731940804,-85,-80,-77,11,33,29,29,14.2,33.5
,1548731955356,-89,-79,-86,11,33,29,29,14.2,33.5
,1548731956461,-92,-78,-86,11,33,29,29,14.2,33.5
,1548731959820,-86,-82,-86,11,33,29,29,14.2,33.5
,1548731964273,-88,-84,-85,11,33,29,29,14.2,33.5
,1548731965383,-90,-83,-90,11,33,29,29,14.2,33.5
,1548731966507,-92,-85,-87,11,33,29,29,14.2,33.5
,1548731967616,-90,-88,-91,11,33,29,29,14.2,33.5
,1548731969867,-90,-92,-97,11,33,29,29,14.2,33.5
,1548731975478,-88,-82,-82,11,33,29,29,14.2,33.5
,1548731976587,-89,-80,-82,11,33,29,29,14.2,33.5
,1548731977711,-88,-79,-83,11,33,29,29,14.2,33.5
,1548731981071,-91,-89,-92,11,33,29,29,14.2,33.5
,1548731982181,-92,-91,-93,11,33,29,29,14.2,33.5
,1548731993337,-89,-80,-83,11,33,29,29,14.2,33.5
,1548731994445,-85,-79,-82,11,33,29,29,14.2,33.5
,1548731996679,-94,-89,-97,11,33,29,29,14.2,33.5
,1548731997789,-91,-88,-90,11,33,29,29,14.2,33.5
,1548732015076,-83,-81,-83,11,33,29,29,14.2,33.5
,1548732018432,-82,-83,-81,11,33,29,29,14.2,33.5
,1548732019541,-83,-86,-82,11,33,29,29,14.2,33.5
,1548732021775,-83,-83,-87,11,33,29,29,14.2,33.5
,1548732024026,-84,-88,-84,11,33,29,29,14.2,33.5
,1548732026263,-87,-80,-88,11,33,29,29,14.2,33.5
,1548732028514,-88,-81,-90,11,33,29,29,14.2,33.5
,1548732035166,-84,-89,-84,11,33,29,29,14.2,33.5
,1548732037384,-84,-86,-85,11,33,29,29,14.2,33.5
,1548732038493,-82,-90,-84,11,33,29,29,14.2,33.5
,1548732039619,-79,-85,-83,11,33,29,29,14.2,33.5
,1548732040743,-87,-76,-83,11,33,29,29,14.2,33.5
,1548732041852,-95,-75,-83,11,33,29,29,14.2,33.5
,1548732042961,-90,-75,-83,11,33,29,29,14.2,33.5
,1548732044087,-91,-76,-84,11,33,29,29,14.2,33.5
,1548732050773,-86,-84,-79,11,33,29,29,14.2,33.5
,1548732052991,-87,-85,-83,11,33,29,29,14.2,33.5
,1548732054101,-85,-84,-79,11,33,29,29,14.2,33.5
,1548732055225,-87,-74,-84,11,33,29,29,14.2,33.5
,1548732056336,-88,-74,-86,11,33,29,29,14.2,33.5
,1548732077184,-90,-84,-88,11,33,29,29,14.2,33.5
,1548732078309,-89,-84,-88,11,33,29,29,14.2,33.5
,1548732080544,-87,-81,-87,11,33,29,29,14.2,33.5
,1548732092859,-87,-83,-89,11,33,29,29,14.2,33.5
,1548732095095,-89,-77,-88,11,33,29,29,14.2,33.5
,1548732096202,-91,-78,-89,11,33,29,29,14.2,33.5
,1548732098452,-86,-78,-89,11,33,29,29,14.2,33.5
,1548732125229,-93,-85,-88,11,33,29,29,14.2,33.5
,1548732140866,-95,-95,-94,11,33,29,29,14.2,33.5
,1548732172205,-92,-81,-88,11,33,29,29,14.2,33.5
,1548732173313,-91,-79,-86,11,33,29,29,14.2,33.5
,1548732174422,-92,-88,-87,11,33,29,29,14.2,33.5
,1548732178890,-87,-75,-89,11,33,29,29,14.2,33.5
,1548732195639,-95,-81,-88,11,33,29,29,14.2,33.5
,1548732199012,-93,-83,-95,11,33,29,29,14.2,33.5
,1548732206872,-87,-73,-87,11,33,29,29,14.2,33.5
,1548732211357,-93,-92,-88,11,33,29,29,14.2,33.5
,1548732331463,-88,-75,-93,11,33,29,29,14.2,33.5
,1548732333698,-87,-74,-88,11,33,29,29,14.2,33.5
,1548732334806,-86,-77,-89,11,33,29,29,14.2,33.5
,1548732335915,-89,-69,-85,11,33,29,29,14.2,33.5
,1548732342585,-85,-70,-83,11,33,29,29,14.2,33.5
,1548732343710,-87,-74,-84,11,33,29,29,14.2,33.5
,1548732344837,-88,-74,-89,11,33,29,29,14.2,33.5
,1548732345945,-88,-75,-88,11,33,29,29,14.2,33.5
,1548732349321,-85,-73,-92,11,33,29,29,14.2,33.5
,1548732353773,-88,-76,-84,11,33,29,29,14.2,33.5
,1548732356008,-86,-74,-83,11,33,29,29,14.2,33.5
,1548732357134,-84,-74,-87,11,33,29,29,14.2,33.5
,1548732358243,-91,-74,-84,11,33,29,29,14.2,33.5
,1548732359369,-91,-74,-85,11,33,29,29,14.2,33.5
,1548732361618,-87,-70,-86,11,33,29,29,14.2,33.5
,1548732363854,-87,-76,-85,11,33,29,29,14.2,33.5
,1548732366092,-90,-79,-85,11,33,29,29,14.2,33.5
,1548732367197,-88,-77,-83,11,33,29,29,14.2,33.5
,1548732370556,-89,-75,-84,11,33,29,29,14.2,33.5
,1548732371666,-90,-70,-84,11,33,29,29,14.2,33.5
,1548732373885,-85,-74,-85,11,33,29,29,14.2,33.5
,1548732386343,-82,-69,-85,11,33,29,29,14.2,33.5
,1548732388559,-84,-70,-84,11,33,29,29,14.2,33.5
,1548732389684,-89,-74,-90,11,33,29,29,14.2,33.5
,1548732394190,-89,-75,-91,11,33,29,29,14.2,33.5
,1548732400922,-81,-74,-86,11,33,29,29,14.2,33.5
,1548732403156,-81,-74,-87,11,33,29,29,14.2,33.5
,1548732407624,-91,-74,-96,11,33,29,29,14.2,33.5
,1548732410983,-83,-71,-91,11,33,29,29,14.2,33.5
,1548732413217,-83,-72,-93,11,33,29,29,14.2,33.5
,1548732415450,-79,-67,-85,11,33,29,29,14.2,33.5
,1548732416559,-85,-69,-85,11,33,29,29,14.2,33.5
,1548732426619,-84,-71,-91,11,33,29,29,14.2,33.5
,1548732429963,-79,-70,-83,11,33,29,29,14.2,33.5
,1548732431071,-85,-70,-84,11,33,29,29,14.2,33.5
,1548732435522,-89,-74,-92,11,33,29,29,14.2,33.5
,1548732436633,-88,-74,-93,11,33,29,29,14.2,33.5
,1548732438864,-88,-74,-92,11,33,29,29,14.2,33.5
,1548732439973,-84,-71,-95,11,33,29,29,14.2,33.5
,1548732442223,-83,-71,-97,11,33,29,29,14.2,33.5
,1548732443348,-83,-71,-98,11,33,29,29,14.2,33.5
,1548732477521,-93,-75,-86,11,33,29,29,14.2,33.5
,1548732478630,-92,-72,-92,11,33,29,29,14.2,33.5
,1548732492064,-88,-79,-87,11,33,29,29,14.2,33.5
,1548732493173,-86,-76,-89,11,33,29,29,14.2,33.5
,1548732494302,-86,-75,-89,11,33,29,29,14.2,33.5
,1548732496532,-85,-71,-82,11,33,29,29,14.2,33.5
,1548732499892,-88,-77,-95,11,33,29,29,14.2,33.5
,1548732504375,-87,-78,-101,11,33,29,29,14.2,33.5
,1548732505500,-87,-75,-89,11,33,29,29,14.2,33.5
,1548732507734,-82,-73,-92,11,33,29,29,14.2,33.5
,1548732522261,-87,-75,-89,11,33,29,29,14.2,33.5
,1548732526727,-83,-74,-89,11,33,29,29,14.2,33.5
,1548732527836,-84,-75,-90,11,33,29,29,14.2,33.5
,1548732532337,-84,-76,-97,11,33,29,29,14.2,33.5
,1548732533462,-83,-74,-94,11,33,29,29,14.2,33.5
,1548732534570,-86,-75,-88,11,33,29,29,14.2,33.5
,1548732536806,-86,-79,-87,11,33,29,29,14.2,33.5
,1548732537929,-86,-83,-87,11,33,29,29,14.2,33.5
,1548732544591,-97,-74,-95,11,33,29,29,14.2,33.5
,1548732546821,-90,-73,-77,11,33,29,29,14.2,33.5
,1548732547930,-91,-73,-78,11,33,29,29,14.2,33.5
,1548732552381,-91,-76,-82,11,33,29,29,14.2,33.5
,1548732553507,-95,-75,-87,11,33,29,29,14.2,33.5
,1548732560256,-91,-77,-78,11,33,29,29,14.2,33.5
,1548732562507,-91,-83,-80,11,33,29,29,14.2,33.5
,1548732563632,-87,-77,-80,11,33,29,29,14.2,33.5
,1548732564757,-90,-78,-78,11,33,29,29,14.2,33.5
,1548732565882,-91,-76,-93,11,33,29,29,14.2,33.5
,1548732566991,-92,-76,-90,11,33,29,29,14.2,33.5
,1548732568116,-92,-77,-92,11,33,29,29,14.2,33.5
,1548732569224,-89,-77,-89,11,33,29,29,14.2,33.5
,1548732573707,-92,-79,-88,11,33,29,29,14.2,33.5
,1548732574818,-86,-79,-79,11,33,29,29,14.2,33.5
,1548732575924,-90,-82,-81,11,33,29,29,14.2,33.5
,1548732580391,-94,-75,-86,11,33,29,29,14.2,33.5
,1548732581516,-95,-76,-86,11,33,29,29,14.2,33.5
,1548733005183,-91,-73,-81,11,33,29,29,14.2,33.5
,1548733006295,-79,-58,-78,11,33,29,29,14.2,33.5
,1548733010779,-85,-78,-77,11,33,29,29,14.2,33.5
,1548733013021,-86,-75,-79,11,33,29,29,14.2,33.5
,1548733018633,-94,-78,-94,11,33,29,29,14.2,33.5
,1548733019761,-79,-78,-82,11,33,29,29,14.2,33.5
,1548733020891,-85,-74,-82,11,33,29,29,14.2,33.5
,1548733023132,-84,-76,-81,11,33,29,29,14.2,33.5
,1548733024245,-83,-65,-81,11,33,29,29,14.2,33.5
,1548733030969,-91,-77,-98,11,33,29,29,14.2,33.5
,1548733032098,-91,-76,-94,11,33,29,29,14.2,33.5
,1548733034323,-88,-76,-84,11,33,29,29,14.2,33.5
,1548733035437,-86,-75,-84,11,33,29,29,14.2,33.5
,1548733036549,-88,-75,-82,11,33,29,29,14.2,33.5
,1548733037678,-86,-75,-80,11,33,29,29,14.2,33.5
,1548733047772,-91,-76,-92,11,33,29,29,14.2,33.5
,1548733048889,-88,-75,-87,11,33,29,29,14.2,33.5
,1548733050014,-84,-78,-81,11,33,29,29,14.2,33.5
,1548733067199,-86,-76,-88,11,33,29,29,14.2,33.5
,1548733068327,-90,-72,-86,11,33,29,29,14.2,33.5
,1548733075067,-91,-73,-84,11,33,29,29,14.2,33.5
,1548733078403,-89,-75,-84,11,33,29,29,14.2,33.5
,1548733079516,-89,-77,-90,11,33,29,29,14.2,33.5
,1548733081741,-88,-77,-90,11,33,29,29,14.2,33.5
